step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_time;step_waiting
924663005;9849;2;9870;9878;Jul 98;0.73;426.83;Sep 29;21;47785.00;0
924663005;9849;2;9870;9878;Jul 97;0.76;426.83;Sep 29;21;47786.00;0
924663006;9849;2;9870;9878;Jul 94;0.79;426.83;Sep 29;21;47787.00;0
924663007;9849;2;9870;9878;Jul 96;0.78;426.83;Sep 29;21;47788.00;0
924663008;9849;2;9870;9878;Jul 87;0.78;426.83;Sep 29;21;47789.00;0
924663008;9849;1;9870;9878;Jul 50;0.75;426.83;Sep 29;21;47790.00;0
924663010;9850;0;9870;9878;Jul 76;0.79;426.80;Sep 29;20;47791.00;0
924663011;9850;0;9870;9878;Jul 97;0.82;426.80;Sep 29;20;47792.00;0
924663012;9850;0;9870;9878;08. Okt;0.82;426.80;Sep 29;20;47793.00;0
924663013;9850;0;9870;9878;Jul 96;0.81;426.80;Sep 29;20;47794.00;0
924663013;9850;0;9870;9878;Aug 37;0.84;426.80;Sep 29;20;47795.00;0
924663014;9850;0;9870;9878;Aug 44;0.83;426.80;Sep 29;20;47796.00;0
924663015;9850;0;9870;9878;Aug 75;0.86;426.80;Sep 29;20;47797.00;0
924663015;9850;0;9870;9878;9.00;0.88;426.80;Sep 29;20;47798.00;0
924663016;9850;0;9870;9878;Sep 27;0.89;426.80;Sep 29;20;47799.00;0
924663017;9850;0;9870;9878;Sep 28;0.90;426.80;Sep 29;20;47800.00;0
924663018;9850;1;9871;9878;Aug 87;0.87;426.80;Sep 29;21;47801.00;0
924663019;9850;0;9871;9878;Aug 97;0.83;426.80;Sep 29;21;47802.00;0
924663019;9850;0;9871;9878;Sep 20;0.85;426.80;Sep 29;21;47803.00;0
924663020;9850;0;9871;9878;Sep 22;0.83;426.80;Sep 29;21;47804.00;0
924663021;9850;0;9871;9878;Sep 33;0.83;426.80;Sep 29;21;47805.00;0
924663022;9850;1;9872;9878;Sep 18;0.83;426.80;Sep 29;22;47806.00;0
924663023;9850;0;9872;9878;Sep 45;0.85;426.80;Sep 29;22;47807.00;0
924663023;9850;0;9872;9878;Sep 27;0.85;426.80;Sep 29;22;47808.00;0
924663024;9850;0;9872;9878;Sep 64;0.88;426.80;Sep 29;22;47809.00;0
924663025;9850;0;9872;9878;09. Okt;0.81;426.80;Sep 29;22;47810.00;0
924663026;9851;0;9872;9878;Aug 80;0.79;426.78;Sep 29;21;47811.00;0
924663027;9851;0;9872;9878;Aug 68;0.81;426.78;Sep 29;21;47812.00;0
924663028;9851;1;9873;9878;Aug 21;0.77;426.78;Sep 29;22;47813.00;0
924663029;9851;1;9874;9878;08. Jul;0.74;426.78;Sep 29;23;47814.00;0
924663030;9851;1;9875;9878;08. Feb;0.72;426.78;Sep 29;24;47815.00;0
924663031;9851;0;9875;9878;Aug 53;0.75;426.78;Sep 29;24;47816.00;0
924663032;9852;0;9875;9878;Aug 82;0.77;426.74;Sep 29;23;47817.00;0
924663032;9852;0;9875;9878;Aug 90;0.78;426.74;Sep 29;23;47818.00;0
924663033;9852;1;9875;9878;Aug 96;0.81;426.74;Sep 29;23;47819.00;0
924663034;9852;1;9875;9878;Sep 19;0.82;426.74;Sep 29;23;47820.00;0
924663035;9852;1;9875;9878;Sep 34;0.84;426.74;Sep 29;23;47821.00;0
924663036;9852;2;9876;9878;Aug 59;0.79;426.74;Sep 29;24;47822.00;0
924663037;9852;1;9876;9878;Aug 53;0.83;426.74;Sep 29;24;47823.00;0
924663038;9852;1;9876;9878;Aug 33;0.82;426.74;Sep 29;24;47824.00;0
924663039;9852;1;9876;9878;Aug 36;0.83;426.74;Sep 29;24;47825.00;0
924663039;9852;1;9876;9878;Aug 55;0.78;426.74;Sep 29;24;47826.00;0
924663040;9852;1;9876;9878;Aug 71;0.82;426.74;Sep 29;24;47827.00;0
924663041;9852;1;9876;9878;Aug 81;0.86;426.74;Sep 29;24;47828.00;0
924663042;9852;1;9876;9878;Aug 83;0.86;426.74;Sep 29;24;47829.00;0
924663043;9852;2;9877;9878;Aug 39;0.81;426.74;Sep 29;25;47830.00;0
924663044;9852;1;9877;9878;Aug 34;0.80;426.74;Sep 29;25;47831.00;0
924663045;9853;2;9877;9878;Aug 30;0.78;426.72;Sep 29;24;47832.00;0
924663046;9853;2;9877;9878;Aug 29;0.80;426.72;Sep 29;24;47833.00;0
924663047;9854;2;9877;9878;Aug 60;0.82;426.70;Sep 29;23;47834.00;0
924663048;9854;2;9877;9878;Aug 52;0.82;426.70;Sep 29;23;47835.00;0
924663048;9854;2;9877;9878;Aug 60;0.82;426.70;Sep 29;23;47836.00;0
924663049;9854;2;9877;9878;Aug 54;0.83;426.70;Sep 29;23;47837.00;0
924663050;9854;2;9877;9878;Aug 57;0.82;426.70;Sep 29;23;47838.00;0
924663051;9854;2;9877;9878;Aug 60;0.82;426.70;Sep 29;23;47839.00;0
924663052;9854;2;9877;9878;Aug 77;0.83;426.70;Sep 29;23;47840.00;0
924663052;9854;1;9877;9878;Aug 83;0.84;426.70;Sep 29;23;47841.00;0
924663053;9854;1;9877;9878;Aug 73;0.84;426.70;Sep 29;23;47842.00;0
924663054;9854;1;9877;9878;Aug 48;0.81;426.70;Sep 29;23;47843.00;0
924663055;9855;1;9877;9878;Aug 38;0.80;426.67;Sep 29;22;47844.00;0
924663056;9855;1;9877;9878;Aug 39;0.79;426.67;Sep 29;22;47845.00;0
924663057;9856;1;9877;9878;Aug 55;0.81;426.65;Sep 29;21;47846.00;0
924663058;9856;1;9877;9878;Aug 79;0.83;426.65;Sep 29;21;47847.00;0
924663059;9856;1;9877;9878;09. Mrz;0.85;426.65;Sep 29;21;47848.00;0
924663060;9856;1;9877;9878;Sep 17;0.87;426.65;Sep 29;21;47849.00;0
924663060;9856;2;9878;9899;Aug 84;0.82;426.65;Sep 29;22;47850.00;0
924663062;9856;1;9878;9899;Aug 50;0.79;426.65;Sep 29;22;47851.00;0
924663063;9856;1;9878;9899;Aug 23;0.79;426.65;Sep 29;22;47852.00;0
924663064;9856;1;9878;9899;Aug 61;0.84;426.65;Sep 29;22;47853.00;0
924663065;9856;1;9878;9899;Aug 59;0.84;426.65;Sep 29;22;47854.00;0
924663066;9856;1;9878;9899;Aug 25;0.81;426.65;Sep 29;22;47855.00;0
924663067;9856;1;9878;9899;08. Jun;0.78;426.65;Sep 29;22;47856.00;0
924663067;9856;2;9878;9899;Jul 87;0.76;426.65;Sep 29;22;47857.00;0
924663068;9857;2;9878;9899;Jul 93;0.78;426.63;Sep 29;21;47858.00;0
924663069;9857;2;9878;9899;Jul 85;0.77;426.63;Sep 29;21;47859.00;0
924663070;9857;2;9878;9899;Jul 68;0.76;426.63;Sep 29;21;47860.00;0
924663070;9857;2;9878;9899;Jul 40;0.72;426.63;Sep 29;21;47861.00;0
924663071;9857;2;9878;9899;Jul 47;0.76;426.63;Sep 29;21;47862.00;0
924663072;9857;2;9878;9899;07. Sep;0.74;426.63;Sep 29;21;47863.00;0
924663073;9857;3;9878;9899;Jul 15;0.73;426.63;Sep 29;21;47864.00;0
924663074;9857;3;9878;9899;Jul 41;0.77;426.63;Sep 29;21;47865.00;0
924663074;9857;3;9878;9899;Jul 47;0.78;426.63;Sep 29;21;47866.00;0
924663075;9858;4;9879;9899;Jul 64;0.73;426.61;Sep 29;21;47867.00;0
924663076;9858;3;9879;9899;Jul 96;0.75;426.61;Sep 29;21;47868.00;0
924663077;9858;3;9879;9899;08. Apr;0.74;426.61;Sep 29;21;47869.00;0
924663078;9858;3;9879;9899;Aug 20;0.77;426.61;Sep 29;21;47870.00;0
924663079;9858;3;9879;9899;08. Feb;0.74;426.61;Sep 29;21;47871.00;0
924663079;9858;3;9879;9899;Jul 78;0.74;426.61;Sep 29;21;47872.00;0
924663080;9858;4;9880;9899;Jul 54;0.73;426.61;Sep 29;22;47873.00;0
924663081;9858;3;9880;9899;Jul 33;0.67;426.61;Sep 29;22;47874.00;0
924663082;9858;3;9880;9899;07. Dez;0.66;426.61;Sep 29;22;47875.00;0
924663082;9858;3;9880;9899;Jun 90;0.64;426.61;Sep 29;22;47876.00;0
924663083;9858;3;9880;9899;Jun 96;0.66;426.61;Sep 29;22;47877.00;0
924663084;9858;4;9880;9899;07. Feb;0.67;426.61;Sep 29;22;47878.00;0
924663085;9858;5;9880;9899;Jun 94;0.68;426.61;Sep 29;22;47879.00;0
924663086;9858;1;9880;9899;Jul 37;0.71;426.61;Sep 29;22;47880.00;0
924663086;9858;0;9880;9899;Jul 75;0.78;426.61;Sep 29;22;47881.00;0
924663087;9858;0;9880;9899;Aug 24;0.81;426.61;Sep 29;22;47882.00;0
924663088;9858;0;9880;9899;Aug 63;0.82;426.61;Sep 29;22;47883.00;0
924663089;9858;1;9881;9899;Aug 42;0.82;426.61;Sep 28;23;47884.00;0
924663090;9858;0;9881;9899;Aug 71;0.88;426.61;Sep 28;23;47885.00;0
924663091;9858;0;9881;9899;Aug 83;0.81;426.61;Sep 28;23;47886.00;0
924663092;9859;0;9881;9899;Sep 35;0.86;426.61;Sep 28;22;47887.00;0
924663093;9859;0;9881;9899;Sep 54;0.86;426.61;Sep 28;22;47888.00;0
924663093;9859;1;9882;9899;Aug 97;0.80;426.61;Sep 28;23;47889.00;0
924663095;9859;0;9882;9899;Sep 15;0.81;426.61;Sep 28;23;47890.00;0
924663095;9860;0;9882;9899;Sep 40;0.81;426.61;Sep 28;22;47891.00;0
924663096;9860;0;9882;9899;Sep 39;0.84;426.61;Sep 28;22;47892.00;0
924663097;9860;0;9882;9899;Sep 41;0.81;426.61;Sep 28;22;47893.00;0
924663098;9860;0;9882;9899;Sep 22;0.79;426.61;Sep 28;22;47894.00;0
924663099;9862;0;9882;9899;Sep 99;0.86;426.56;Sep 28;20;47895.00;0
924663099;9862;0;9882;9899;Sep 83;0.84;426.56;Sep 28;20;47896.00;0
924663100;9862;0;9882;9899;Sep 32;0.84;426.56;Sep 28;20;47897.00;0
924663101;9862;0;9882;9899;Aug 78;0.80;426.56;Sep 28;20;47898.00;0
924663102;9862;0;9882;9899;09. Dez;0.83;426.56;Sep 28;20;47899.00;0
924663103;9862;0;9882;9899;9.00;0.77;426.56;Sep 28;20;47900.00;0
924663104;9862;0;9882;9899;Aug 70;0.75;426.56;Sep 28;20;47901.00;0
924663104;9862;0;9882;9899;09. Feb;0.81;426.56;Sep 28;20;47902.00;0
924663105;9862;0;9882;9899;09. Mai;0.80;426.56;Sep 28;20;47903.00;0
924663106;9862;1;9883;9899;Aug 77;0.82;426.56;Sep 28;21;47904.00;0
924663107;9862;0;9883;9899;Sep 32;0.85;426.56;Sep 28;21;47905.00;0
924663108;9862;0;9883;9899;Sep 70;0.90;426.56;Sep 28;21;47906.00;0
924663109;9862;0;9883;9899;Sep 89;0.90;426.56;Sep 28;21;47907.00;0
924663109;9862;0;9883;9899;Sep 84;0.90;426.56;Sep 28;21;47908.00;0
924663110;9862;0;9883;9899;Sep 53;0.89;426.56;Sep 28;21;47909.00;0
924663111;9862;0;9883;9899;Sep 16;0.89;426.56;Sep 28;21;47910.00;0
924663112;9862;0;9883;9899;Aug 90;0.88;426.56;Sep 28;21;47911.00;0
924663112;9862;0;9883;9899;Aug 93;0.80;426.56;Sep 28;21;47912.00;0
924663113;9863;1;9884;9899;Aug 91;0.85;426.53;Sep 28;21;47913.00;0
924663114;9863;0;9884;9899;Aug 86;0.83;426.53;Sep 28;21;47914.00;0
924663115;9863;0;9884;9899;Aug 98;0.82;426.53;Sep 28;21;47915.00;0
924663116;9863;0;9884;9899;Sep 34;0.88;426.53;Sep 28;21;47916.00;0
924663117;9863;0;9884;9899;Sep 34;0.87;426.53;Sep 28;21;47917.00;0
924663118;9863;0;9884;9899;Aug 85;0.82;426.53;Sep 28;21;47918.00;0
924663118;9863;0;9884;9899;Aug 97;0.85;426.53;Sep 28;21;47919.00;0
924663119;9863;0;9884;9899;Sep 25;0.87;426.53;Sep 28;21;47920.00;0
924663120;9863;0;9884;9899;Sep 36;0.91;426.53;Sep 28;21;47921.00;0
924663121;9863;0;9884;9899;Sep 68;0.92;426.53;Sep 28;21;47922.00;0
924663122;9863;0;9884;9899;Sep 87;0.88;426.53;Sep 28;21;47923.00;0
924663123;9863;0;9884;9899;Sep 85;0.88;426.53;Sep 28;21;47924.00;0
924663123;9863;1;9885;9899;Sep 31;0.83;426.53;Sep 28;22;47925.00;0
924663125;9863;0;9885;9899;Sep 36;0.82;426.53;Sep 28;22;47926.00;0
924663125;9863;0;9885;9899;Sep 23;0.80;426.53;Sep 28;22;47927.00;0
924663126;9863;0;9885;9899;Sep 46;0.85;426.53;Sep 28;22;47928.00;0
924663127;9863;0;9885;9899;Sep 65;0.88;426.53;Sep 28;22;47929.00;0
924663128;9864;0;9885;9899;Sep 62;0.88;426.51;Sep 28;21;47930.00;0
924663129;9865;0;9885;9899;10. Sep;0.86;426.49;Sep 28;20;47931.00;0
924663129;9865;0;9885;9899;10. Jul;0.90;426.49;Sep 28;20;47932.00;0
924663130;9866;0;9885;9899;Okt 38;0.92;426.46;Sep 28;19;47933.00;0
924663131;9866;0;9885;9899;Okt 42;0.93;426.46;Sep 28;19;47934.00;0
924663132;9866;0;9885;9899;Okt 37;0.93;426.46;Sep 28;19;47935.00;0
924663133;9866;0;9885;9899;Okt 37;0.93;426.46;Sep 28;19;47936.00;0
924663133;9866;0;9885;9899;10. Sep;0.89;426.46;Sep 28;19;47937.00;0
924663134;9866;0;9885;9899;Okt 32;0.92;426.46;Sep 28;19;47938.00;0
924663135;9866;0;9885;9899;Okt 49;0.95;426.46;Sep 28;19;47939.00;0
924663136;9866;0;9885;9899;Okt 33;0.89;426.46;Sep 28;19;47940.00;0
924663137;9866;0;9885;9899;Okt 34;0.93;426.46;Sep 28;19;47941.00;0
924663138;9866;0;9885;9899;Sep 89;0.89;426.46;Sep 28;19;47942.00;0
924663138;9866;0;9885;9899;Sep 70;0.87;426.46;Sep 28;19;47943.00;0
924663139;9866;0;9885;9899;Sep 74;0.88;426.46;Sep 28;19;47944.00;0
924663140;9866;0;9885;9899;Sep 52;0.87;426.46;Sep 28;19;47945.00;0
924663140;9866;0;9885;9899;Aug 65;0.81;426.46;Sep 28;19;47946.00;0
924663141;9866;0;9885;9899;08. Feb;0.76;426.46;Sep 28;19;47947.00;0
924663142;9866;0;9885;9899;Aug 53;0.81;426.46;Sep 28;19;47948.00;0
924663143;9866;0;9885;9899;Aug 90;0.81;426.46;Sep 28;19;47949.00;0
924663144;9867;0;9885;9899;Sep 59;0.84;426.43;Sep 28;18;47950.00;0
924663145;9867;0;9885;9899;Sep 70;0.91;426.43;Sep 28;18;47951.00;0
924663145;9867;0;9885;9899;Sep 87;0.89;426.43;Sep 28;18;47952.00;0
924663146;9867;0;9885;9899;10. Mai;0.91;426.43;Sep 28;18;47953.00;0
924663147;9867;0;9885;9899;Sep 60;0.88;426.43;Sep 28;18;47954.00;0
924663147;9867;0;9885;9899;Sep 40;0.89;426.43;Sep 28;18;47955.00;0
924663148;9867;0;9885;9899;Sep 31;0.88;426.43;Sep 28;18;47956.00;0
924663148;9867;0;9885;9899;Sep 32;0.88;426.43;Sep 28;18;47957.00;0
924663149;9868;0;9885;9899;Sep 30;0.87;426.40;Sep 28;17;47958.00;0
924663150;9868;0;9885;9899;09. Jun;0.84;426.40;Sep 28;17;47959.00;0
924663151;9868;0;9885;9899;Aug 87;0.86;426.40;Sep 28;17;47960.00;0
924663151;9868;1;9886;9899;Aug 21;0.81;426.40;Sep 28;18;47961.00;0
924663152;9868;0;9886;9899;Aug 15;0.80;426.40;Sep 28;18;47962.00;0
924663153;9869;0;9886;9899;Aug 73;0.85;426.38;Sep 28;17;47963.00;0
924663154;9869;0;9886;9899;Sep 22;0.88;426.38;Sep 28;17;47964.00;0
924663154;9869;0;9886;9899;Sep 35;0.89;426.38;Sep 28;17;47965.00;0
924663155;9869;0;9886;9899;09. Jan;0.89;426.38;Sep 28;17;47966.00;0
924663156;9869;0;9886;9899;Aug 50;0.85;426.38;Sep 28;17;47967.00;0
924663156;9869;0;9886;9899;Aug 65;0.89;426.38;Sep 28;17;47968.00;0
924663157;9870;0;9886;9899;09. Apr;0.91;426.35;Sep 28;16;47969.00;0
924663158;9870;0;9886;9899;Aug 70;0.90;426.35;Sep 28;16;47970.00;0
924663158;9870;0;9886;9899;Aug 57;0.88;426.35;Sep 28;16;47971.00;0
924663159;9870;0;9886;9899;Aug 72;0.90;426.35;Sep 28;16;47972.00;0
924663160;9870;0;9886;9899;Aug 67;0.88;426.35;Sep 28;16;47973.00;0
924663160;9870;0;9886;9899;Aug 53;0.85;426.35;Sep 28;16;47974.00;0
924663161;9871;0;9886;9899;Aug 88;0.89;426.32;Sep 28;15;47975.00;0
924663162;9871;0;9886;9899;Aug 87;0.90;426.32;Sep 28;15;47976.00;0
924663162;9871;0;9886;9899;Aug 71;0.87;426.32;Sep 28;15;47977.00;0
924663163;9871;0;9886;9899;Aug 31;0.89;426.32;Sep 28;15;47978.00;0
924663163;9871;0;9886;9899;Jul 90;0.84;426.32;Sep 28;15;47979.00;0
924663164;9871;0;9886;9899;Aug 15;0.85;426.32;Sep 28;15;47980.00;0
924663165;9871;0;9886;9899;Aug 41;0.88;426.32;Sep 28;15;47981.00;0
924663166;9871;0;9886;9899;Aug 19;0.86;426.32;Sep 28;15;47982.00;0
924663166;9872;0;9886;9899;Aug 77;0.90;426.30;Sep 28;14;47983.00;0
924663167;9872;1;9887;9899;Aug 24;0.76;426.30;Sep 28;15;47984.00;0
924663168;9873;0;9887;9899;Aug 71;0.82;426.28;Sep 28;14;47985.00;0
924663169;9873;0;9887;9899;Aug 54;0.84;426.28;Sep 28;14;47986.00;0
924663169;9873;0;9887;9899;Aug 70;0.84;426.28;Sep 28;14;47987.00;0
924663170;9873;0;9887;9899;Aug 90;0.86;426.28;Sep 28;14;47988.00;0
924663170;9873;0;9887;9899;Aug 54;0.87;426.28;Sep 28;14;47989.00;0
924663171;9873;1;9888;9899;Jul 53;0.74;426.28;Sep 28;15;47990.00;1
924663172;9874;0;9888;9899;Aug 39;0.77;426.25;Sep 28;14;47991.00;1
924663173;9874;1;9889;9899;Aug 19;0.77;426.25;Sep 28;15;47992.00;0
924663174;9874;0;9889;9899;Aug 80;0.82;426.25;Sep 28;15;47993.00;0
924663174;9874;0;9889;9899;09. Mrz;0.85;426.25;Sep 28;15;47994.00;0
924663175;9874;1;9890;9899;Aug 62;0.80;426.25;Sep 28;16;47995.00;0
924663176;9874;0;9890;9899;Aug 71;0.81;426.25;Sep 28;16;47996.00;0
924663176;9874;1;9891;9899;08. Mai;0.76;426.25;Sep 28;17;47997.00;0
924663177;9874;0;9891;9899;Aug 19;0.81;426.25;Sep 28;17;47998.00;0
924663178;9875;0;9891;9899;Aug 26;0.82;426.22;Sep 28;16;47999.00;0
924663178;9875;1;9892;9899;Jul 53;0.78;426.22;Sep 27;17;48000.00;0
924663179;9875;0;9892;9899;Jul 49;0.73;426.22;Sep 27;17;48001.00;0
924663180;9875;0;9892;9899;Jul 72;0.77;426.22;Sep 27;17;48002.00;0
924663181;9875;2;9893;9899;Jul 63;0.75;426.22;Sep 27;18;48003.00;0
924663182;9875;1;9893;9899;Jul 80;0.75;426.22;Sep 27;18;48004.00;0
924663183;9875;1;9893;9899;Jul 95;0.75;426.22;Sep 27;18;48005.00;0
924663183;9875;1;9893;9899;Aug 38;0.82;426.22;Sep 27;18;48006.00;0
924663184;9875;3;9895;9899;Jul 46;0.69;426.22;Sep 27;20;48007.00;0
924663185;9875;1;9895;9899;Jul 84;0.77;426.22;Sep 27;20;48008.00;0
924663186;9875;1;9895;9899;08. Mrz;0.78;426.22;Sep 27;20;48009.00;0
924663186;9875;1;9895;9899;Aug 19;0.79;426.22;Sep 27;20;48010.00;0
924663187;9875;2;9896;9899;Aug 14;0.78;426.22;Sep 27;21;48011.00;0
924663188;9875;1;9896;9899;08. Jul;0.79;426.22;Sep 27;21;48012.00;0
924663189;9875;1;9896;9899;08. Okt;0.79;426.22;Sep 27;21;48013.00;0
924663189;9875;1;9896;9899;Aug 34;0.84;426.22;Sep 27;21;48014.00;0
924663190;9875;1;9896;9899;Aug 25;0.85;426.22;Sep 27;21;48015.00;0
924663191;9875;1;9896;9899;Aug 14;0.87;426.22;Sep 27;21;48016.00;0
924663192;9875;1;9896;9899;08. Apr;0.83;426.22;Sep 27;21;48017.00;0
924663193;9875;1;9896;9899;Aug 36;0.87;426.22;Sep 27;21;48018.00;0
924663193;9875;1;9896;9899;Aug 19;0.82;426.22;Sep 27;21;48019.00;0
924663194;9875;2;9897;9899;Jul 86;0.82;426.22;Sep 27;22;48020.00;0
924663195;9875;0;9897;9899;Jul 86;0.85;426.22;Sep 27;22;48021.00;0
924663196;9875;0;9897;9899;Jul 99;0.89;426.22;Sep 27;22;48022.00;0
924663196;9875;0;9897;9899;Aug 20;0.87;426.22;Sep 27;22;48023.00;0
924663197;9875;0;9897;9899;08. Jan;0.84;426.22;Sep 27;22;48024.00;0
924663198;9875;0;9897;9899;Jul 92;0.78;426.22;Sep 27;22;48025.00;0
924663199;9876;0;9897;9899;Aug 53;0.84;426.19;Sep 27;21;48026.00;0
924663200;9876;0;9897;9899;Aug 44;0.84;426.19;Sep 27;21;48027.00;0
924663201;9876;0;9897;9899;Aug 22;0.80;426.19;Sep 27;21;48028.00;0
924663201;9876;0;9897;9899;08. Jun;0.78;426.19;Sep 27;21;48029.00;0
924663202;9876;1;9897;9899;08. Aug;0.80;426.19;Sep 27;21;48030.00;0
924663203;9876;1;9897;9899;Aug 29;0.84;426.19;Sep 27;21;48031.00;0
924663204;9876;1;9897;9899;Aug 43;0.86;426.19;Sep 27;21;48032.00;0
924663204;9876;1;9897;9899;Aug 72;0.79;426.19;Sep 27;21;48033.00;0
924663205;9876;1;9897;9899;Aug 93;0.83;426.19;Sep 27;21;48034.00;0
924663206;9876;1;9897;9899;Aug 89;0.83;426.19;Sep 27;21;48035.00;0
924663207;9876;1;9897;9899;09. Mai;0.83;426.19;Sep 27;21;48036.00;0
924663208;9876;1;9897;9899;09. Jun;0.89;426.19;Sep 27;21;48037.00;0
924663208;9876;1;9897;9899;Aug 68;0.84;426.19;Sep 27;21;48038.00;0
924663209;9876;1;9897;9899;Aug 42;0.84;426.19;Sep 27;21;48039.00;0
924663210;9876;1;9897;9899;08. Mrz;0.85;426.19;Sep 27;21;48040.00;0
924663211;9876;1;9897;9899;Jul 66;0.81;426.19;Sep 27;21;48041.00;0
924663212;9876;1;9897;9899;Jul 22;0.78;426.19;Sep 27;21;48042.00;0
924663213;9877;1;9897;9899;Jul 43;0.79;426.18;Sep 27;20;48043.00;0
924663214;9877;1;9897;9899;Jul 56;0.80;426.18;Sep 27;20;48044.00;0
924663214;9877;1;9897;9899;Jul 95;0.81;426.18;Sep 27;20;48045.00;0
924663215;9877;1;9897;9899;08. Dez;0.83;426.18;Sep 27;20;48046.00;0
924663216;9877;2;9898;9899;Jul 79;0.81;426.18;Sep 27;21;48047.00;0
924663217;9877;1;9898;9899;Jul 87;0.84;426.18;Sep 27;21;48048.00;0
924663217;9877;1;9898;9899;Aug 13;0.81;426.18;Sep 27;21;48049.00;0
924663218;9877;1;9898;9899;08. Jun;0.80;426.18;Sep 27;21;48050.00;0
924663219;9877;1;9898;9899;Aug 44;0.80;426.18;Sep 27;21;48051.00;0
924663220;9877;1;9898;9899;Aug 77;0.79;426.18;Sep 27;21;48052.00;0
924663220;9877;1;9898;9899;Sep 16;0.84;426.18;Sep 27;21;48053.00;0
924663221;9877;1;9898;9899;Sep 26;0.84;426.18;Sep 27;21;48054.00;0
924663222;9877;1;9898;9899;Sep 36;0.87;426.18;Sep 27;21;48055.00;0
924663223;9877;1;9898;9899;Sep 28;0.84;426.18;Sep 27;21;48056.00;0
924663223;9877;1;9898;9899;Sep 39;0.88;426.18;Sep 27;21;48057.00;0
924663224;9877;1;9898;9899;Sep 38;0.87;426.18;Sep 27;21;48058.00;0
924663225;9877;1;9898;9899;Sep 40;0.87;426.18;Sep 27;21;48059.00;0
924663226;9877;0;9898;9899;Sep 56;0.87;426.18;Sep 27;21;48060.00;0
924663227;9877;0;9898;9899;Sep 74;0.89;426.18;Sep 27;21;48061.00;0
924663228;9877;0;9898;9923;Sep 57;0.90;426.18;Sep 27;21;48062.00;1
924663230;9877;1;9899;9923;09. Sep;0.88;426.18;Sep 27;22;48063.00;1
924663231;9877;1;9900;9923;Aug 80;0.88;426.18;Sep 27;23;48064.00;1
924663232;9877;1;9901;9923;Aug 50;0.80;426.18;Sep 27;24;48065.00;0
924663233;9877;0;9901;9923;Aug 66;0.81;426.18;Sep 27;24;48066.00;0
924663234;9878;0;9901;9923;Sep 23;0.87;426.14;Sep 27;23;48067.00;0
924663235;9878;0;9901;9923;Sep 47;0.88;426.14;Sep 27;23;48068.00;0
924663236;9878;1;9902;9923;Sep 22;0.84;426.14;Sep 27;24;48069.00;0
924663237;9878;0;9902;9923;Aug 97;0.82;426.14;Sep 27;24;48070.00;0
924663238;9878;0;9902;9923;Sep 25;0.84;426.14;Sep 27;24;48071.00;0
924663239;9878;0;9902;9923;Sep 36;0.83;426.14;Sep 27;24;48072.00;0
924663240;9878;0;9902;9923;Sep 59;0.85;426.14;Sep 27;24;48073.00;0
924663240;9878;1;9903;9923;Sep 57;0.85;426.14;Sep 26;25;48074.00;0
924663241;9878;0;9903;9923;Sep 31;0.83;426.14;Sep 26;25;48075.00;0
924663243;9878;0;9903;9923;9.00;0.83;426.14;Sep 26;25;48076.00;0
924663243;9879;0;9903;9923;Sep 43;0.85;426.11;Sep 26;24;48077.00;0
924663245;9879;0;9903;9923;Sep 22;0.86;426.11;Sep 26;24;48078.00;0
924663245;9879;0;9903;9923;Aug 94;0.84;426.11;Sep 26;24;48079.00;0
924663246;9879;0;9903;9923;Sep 34;0.86;426.11;Sep 26;24;48080.00;0
924663247;9879;0;9903;9923;Sep 31;0.86;426.11;Sep 26;24;48081.00;0
924663248;9879;0;9903;9923;Sep 15;0.88;426.11;Sep 26;24;48082.00;0
924663249;9879;0;9903;9923;Sep 18;0.85;426.11;Sep 26;24;48083.00;0
924663250;9879;0;9903;9923;Aug 90;0.80;426.11;Sep 26;24;48084.00;0
924663251;9880;0;9903;9923;Sep 53;0.84;426.09;Sep 26;23;48085.00;0
924663251;9880;0;9903;9923;Sep 54;0.83;426.09;Sep 26;23;48086.00;0
924663252;9880;0;9903;9923;Okt 13;0.85;426.09;Sep 26;23;48087.00;0
924663253;9880;0;9903;9923;Okt 20;0.85;426.09;Sep 26;23;48088.00;0
924663254;9880;0;9903;9923;Okt 58;0.87;426.09;Sep 26;23;48089.00;0
924663255;9880;0;9903;9923;Okt 63;0.88;426.09;Sep 26;23;48090.00;0
924663256;9880;0;9903;9923;Okt 77;0.87;426.09;Sep 26;23;48091.00;0
924663256;9880;0;9903;9923;Okt 56;0.86;426.09;Sep 26;23;48092.00;0
924663257;9880;0;9903;9923;Okt 29;0.84;426.09;Sep 26;23;48093.00;0
924663258;9880;1;9904;9923;Sep 57;0.79;426.09;Sep 26;24;48094.00;0
924663260;9881;0;9904;9923;Okt 16;0.86;426.05;Sep 26;23;48095.00;0
924663261;9881;0;9904;9923;Okt 32;0.86;426.05;Sep 26;23;48096.00;0
924663262;9881;0;9904;9923;Okt 17;0.83;426.05;Sep 26;23;48097.00;0
924663262;9881;1;9904;9923;Sep 97;0.81;426.05;Sep 26;23;48098.00;0
924663263;9881;1;9904;9923;Sep 78;0.82;426.05;Sep 26;23;48099.00;0
924663264;9881;1;9904;9923;Sep 99;0.84;426.05;Sep 26;23;48100.00;0
